Isolate,Collection_date,Geo_origin,Muts_counts,Gene
ISL_534717,2020-06-03,UK,1,nsp12
ISL_534766,2020-04-17,UK,1,nsp12
ISL_534858,2020-05-25,UK,1,nsp12
ISL_534981,2020-03-11,UK,1,nsp12
ISL_534996,2020-04-30,UK,1,nsp12
ISL_535066,2020-05-27,UK,1,nsp12
ISL_535105,2020-08-29,UK,1,nsp12
ISL_535161,2020-08-31,UK,1,nsp12
ISL_535200,2020-08-27,UK,1,nsp12
ISL_535208,2020-08-17,UK,1,nsp12
ISL_535264,2020-06-01,USA,1,nsp12
ISL_535274,2020-06-15,USA,1,nsp12
ISL_535293,2020-06-18,USA,1,nsp12
ISL_535654,2020-07-08,USA,1,nsp12
ISL_535688,2020-06-04,USA,1,nsp12
ISL_536586,2020-08-19,USA,2,nsp12
ISL_536605,2020-08-17,USA,2,nsp12
ISL_536610,2020-08-18,USA,1,nsp12
ISL_536614,2020-08-17,USA,2,nsp12
ISL_536620,2020-08-15,USA,1,nsp12
ISL_536626,2020-08-14,USA,1,nsp12
ISL_536630,2020-08-14,USA,1,nsp12
ISL_536656,2020-09-11,USA,1,nsp12
ISL_536680,2020-09-02,USA,2,nsp12
ISL_536686,2020-08-27,USA,1,nsp12
ISL_536704,2020-08-29,USA,1,nsp12
ISL_536707,2020-09-04,USA,2,nsp12
ISL_536714,2020-09-09,USA,4,nsp12
ISL_536754,2020-09-04,USA,1,nsp12
ISL_536760,2020-09-06,USA,4,nsp12
ISL_536780,2020-09-06,USA,4,nsp12
ISL_536863,2020-08-15,UK,2,nsp12
ISL_536864,2020-08-11,UK,2,nsp12
ISL_536885,2020-08-11,UK,1,nsp12
ISL_536896,2020-08-11,UK,1,nsp12
ISL_536911,2020-08-12,UK,2,nsp12
ISL_536998,2020-07-31,UK,1,nsp12
ISL_537001,2020-08-08,UK,1,nsp12
ISL_537030,2020-08-01,UK,1,nsp12
ISL_537110,2020-08-01,UK,1,nsp12
ISL_537158,2020-08-26,UK,2,nsp12
ISL_537165,2020-08-27,UK,2,nsp12
ISL_537176,2020-08-27,UK,2,nsp12
ISL_537193,2020-08-24,UK,1,nsp12
ISL_537201,2020-08-24,UK,2,nsp12
ISL_537215,2020-05-16,UK,1,nsp12
ISL_537226,2020-06-03,UK,1,nsp12
ISL_537227,2020-05-04,UK,1,nsp12
ISL_537248,2020-05-16,UK,1,nsp12
ISL_537252,2020-06-02,UK,1,nsp12
ISL_537265,2020-05-16,UK,1,nsp12
ISL_537266,2020-05-21,UK,1,nsp12
ISL_537272,2020-05-11,UK,1,nsp12
ISL_537479,2020-04-09,USA,1,nsp12
ISL_537500,2020-04-08,USA,1,nsp12
ISL_537518,2020-05-04,USA,2,nsp12
ISL_537558,2020-02-28,USA,0,nsp12
ISL_537561,2020-05-29,USA,1,nsp12
ISL_538294,2020-06-13,USA,1,nsp12
ISL_538427,2020-06-19,USA,1,nsp12
ISL_538432,2020-06-26,USA,1,nsp12
ISL_538762,2020-03-24,UK,1,nsp12
ISL_538823,2020-03-10,UK,1,nsp12
ISL_539075,2020-04-04,UK,1,nsp12
ISL_539799,2020-04-24,USA,1,nsp12
ISL_539843,2020-08-18,USA,1,nsp12
ISL_539925,2020-08-26,UK,1,nsp12
ISL_539994,2020-08-26,UK,1,nsp12
ISL_540027,2020-08-24,UK,1,nsp12
ISL_540050,2020-08-26,UK,1,nsp12
ISL_540056,2020-08-26,UK,2,nsp12
ISL_540133,2020-08-26,UK,2,nsp12
ISL_540138,2020-08-24,UK,1,nsp12
ISL_540253,2020-08-15,UK,1,nsp12
ISL_540318,2020-08-18,UK,1,nsp12
ISL_540394,2020-08-28,UK,1,nsp12
ISL_540408,2020-08-28,UK,2,nsp12
ISL_540693,2020-08-24,UK,2,nsp12
ISL_540888,2020-09-10,UK,1,nsp12
ISL_540898,2020-06-09,UK,1,nsp12
ISL_541199,2020-08-04,USA,1,nsp12
ISL_541220,2020-08-28,USA,2,nsp12
ISL_541221,2020-08-28,USA,2,nsp12
ISL_541260,2020-07-14,USA,1,nsp12
ISL_541283,2020-07-15,USA,1,nsp12
ISL_541314,2020-07-21,USA,2,nsp12
ISL_541567,2020-09-12,USA,4,nsp12
ISL_541625,2020-09-15,USA,2,nsp12
ISL_541636,2020-09-16,USA,2,nsp12
ISL_541637,2020-09-16,USA,2,nsp12
ISL_541671,2020-06-26,USA,1,nsp12
ISL_541976,2020-06-05,USA,1,nsp12
ISL_541988,2020-06-16,USA,1,nsp12
ISL_541996,2020-06-21,USA,1,nsp12
ISL_542038,2020-07-22,USA,1,nsp12
ISL_542039,2020-07-23,USA,1,nsp12
ISL_542063,2020-09-01,USA,1,nsp12
ISL_542074,2020-09-01,USA,1,nsp12
ISL_542512,2020-04-09,USA,1,nsp12
ISL_542531,2020-04-22,USA,1,nsp12
ISL_542534,2020-04-25,USA,1,nsp12
ISL_542654,2020-04-14,USA,1,nsp12
ISL_542719,2020-05-02,USA,1,nsp12
ISL_542779,2020-04-16,USA,1,nsp12
ISL_542786,2020-04-13,USA,1,nsp12
ISL_542821,2020-03-27,USA,1,nsp12
ISL_542830,2020-05-14,USA,1,nsp12
ISL_542834,2020-05-07,USA,1,nsp12
ISL_542851,2020-05-16,USA,1,nsp12
ISL_542914,2020-04-28,USA,1,nsp12
ISL_542917,2020-05-17,USA,1,nsp12
ISL_542932,2020-05-19,USA,1,nsp12
ISL_542952,2020-04-28,USA,1,nsp12
ISL_542962,2020-05-11,USA,1,nsp12
ISL_542964,2020-05-12,USA,1,nsp12
ISL_543057,2020-06-15,USA,1,nsp12
ISL_543093,2020-06-15,USA,1,nsp12
ISL_543169,2020-06-16,USA,1,nsp12
ISL_543203,2020-06-15,USA,1,nsp12
ISL_543348,2020-06-17,USA,1,nsp12
ISL_543407,2020-06-18,USA,2,nsp12
ISL_543425,2020-06-19,USA,1,nsp12
ISL_543442,2020-06-19,USA,1,nsp12
ISL_543481,2020-06-18,USA,1,nsp12
ISL_543540,2020-06-19,USA,1,nsp12
ISL_543586,2020-06-17,USA,1,nsp12
ISL_543609,2020-06-17,USA,1,nsp12
ISL_543627,2020-06-17,USA,1,nsp12
ISL_543634,2020-06-18,USA,1,nsp12
ISL_543655,2020-06-19,USA,1,nsp12
ISL_543727,2020-06-20,USA,1,nsp12
ISL_543774,2020-06-21,USA,1,nsp12
ISL_543827,2020-06-08,USA,1,nsp12
ISL_543877,2020-06-08,USA,1,nsp12
ISL_543941,2020-05-30,USA,1,nsp12
ISL_543973,2020-06-10,USA,2,nsp12
ISL_544177,2020-06-14,USA,1,nsp12
ISL_544366,2020-06-20,USA,1,nsp12
ISL_544408,2020-04-05,USA,0,nsp12
ISL_544460,2020-06-19,USA,2,nsp12
ISL_544482,2020-06-24,USA,1,nsp12
ISL_544502,2020-06-19,USA,1,nsp12
ISL_544505,2020-06-22,USA,1,nsp12
ISL_544720,2020-06-23,USA,2,nsp12
ISL_544778,2020-06-26,USA,1,nsp12
ISL_544782,2020-06-25,USA,1,nsp12
ISL_544787,2020-06-29,USA,1,nsp12
ISL_544834,2020-06-25,USA,2,nsp12
ISL_544868,2020-04-08,USA,1,nsp12
ISL_544936,2020-06-29,USA,1,nsp12
ISL_544941,2020-06-24,USA,1,nsp12
ISL_545070,2020-05-08,USA,1,nsp12
ISL_545071,2020-05-12,USA,1,nsp12
ISL_545088,2020-05-08,USA,1,nsp12
ISL_545103,2020-05-12,USA,1,nsp12
ISL_545126,2020-05-23,USA,1,nsp12
ISL_545137,2020-05-22,USA,1,nsp12
ISL_545140,2020-05-22,USA,2,nsp12
ISL_545145,2020-05-20,USA,1,nsp12
ISL_545168,2020-05-20,USA,1,nsp12
ISL_545185,2020-05-21,USA,1,nsp12
ISL_545208,2020-05-23,USA,1,nsp12
ISL_545222,2020-05-11,USA,1,nsp12
ISL_545236,2020-05-09,USA,1,nsp12
ISL_545264,2020-05-31,USA,1,nsp12
ISL_545275,2020-05-25,USA,1,nsp12
ISL_545298,2020-05-11,USA,1,nsp12
ISL_545345,2020-05-19,USA,1,nsp12
ISL_545448,2020-06-05,USA,1,nsp12
ISL_545475,2020-06-05,USA,1,nsp12
ISL_545567,2020-06-08,USA,1,nsp12
ISL_545584,2020-06-26,USA,1,nsp12
ISL_545646,2020-06-30,USA,1,nsp12
ISL_545667,2020-07-01,USA,1,nsp12
ISL_545707,2020-03-18,USA,1,nsp12
ISL_545740,2020-07-01,USA,1,nsp12
ISL_545746,2020-06-29,USA,2,nsp12
ISL_545772,2020-07-01,USA,1,nsp12
ISL_545831,2020-07-07,USA,3,nsp12
ISL_545859,2020-04-10,USA,1,nsp12
ISL_545896,2020-04-20,USA,1,nsp12
ISL_545909,2020-04-09,USA,0,nsp12
ISL_545986,2020-07-05,USA,1,nsp12
ISL_546024,2020-06-27,USA,1,nsp12
ISL_546063,2020-06-27,USA,1,nsp12
ISL_546131,2020-06-24,USA,1,nsp12
ISL_546191,2020-06-24,USA,1,nsp12
ISL_546315,2020-04-15,USA,1,nsp12
ISL_546339,2020-06-25,USA,1,nsp12
ISL_546348,2020-06-25,USA,1,nsp12
ISL_546459,2020-06-28,USA,1,nsp12
ISL_546470,2020-06-28,USA,1,nsp12
ISL_546621,2020-06-29,USA,1,nsp12
ISL_546682,2020-06-30,USA,1,nsp12
ISL_546745,2020-06-30,USA,1,nsp12
ISL_546794,2020-06-26,USA,2,nsp12
ISL_546919,2020-06-26,USA,1,nsp12
ISL_547023,2020-06-30,USA,2,nsp12
ISL_547024,2020-06-30,USA,1,nsp12
ISL_547054,2020-06-30,USA,1,nsp12
ISL_547088,2020-06-30,USA,1,nsp12
ISL_547098,2020-06-30,USA,1,nsp12
ISL_547131,2020-06-29,USA,2,nsp12
ISL_547311,2020-07-04,USA,1,nsp12
ISL_547327,2020-06-23,USA,1,nsp12
ISL_547334,2020-07-02,USA,2,nsp12
ISL_547356,2020-06-24,USA,1,nsp12
ISL_547357,2020-06-28,USA,1,nsp12
ISL_547434,2020-07-22,UK,1,nsp12
ISL_547639,2020-07-23,USA,2,nsp12
ISL_547642,2020-07-27,USA,0,nsp12
ISL_547669,2020-07-06,USA,1,nsp12
ISL_547683,2020-08-09,USA,1,nsp12
ISL_547736,2020-08-26,USA,1,nsp12
ISL_547762,2020-09-02,USA,1,nsp12
ISL_547783,2020-09-04,USA,2,nsp12
ISL_547791,2020-09-08,USA,1,nsp12
ISL_547812,2020-09-09,USA,2,nsp12
ISL_547818,2020-09-09,USA,1,nsp12
ISL_547844,2020-09-11,USA,1,nsp12
ISL_548289,2020-07-15,USA,1,nsp12
ISL_548302,2020-07-19,USA,1,nsp12
ISL_548330,2020-07-17,USA,2,nsp12
ISL_548336,2020-07-21,USA,1,nsp12
ISL_548342,2020-07-28,USA,1,nsp12
ISL_548426,2020-07-17,USA,2,nsp12
ISL_548446,2020-07-21,USA,1,nsp12
ISL_548524,2020-07-25,USA,1,nsp12
ISL_548531,2020-07-31,USA,1,nsp12
ISL_548534,2020-07-29,USA,3,nsp12
ISL_548536,2020-07-17,USA,1,nsp12
ISL_548554,2020-07-30,USA,1,nsp12
ISL_548568,2020-07-26,USA,1,nsp12
ISL_548572,2020-07-24,USA,1,nsp12
ISL_548585,2020-08-05,USA,1,nsp12
ISL_548668,2020-08-05,USA,1,nsp12
ISL_548670,2020-08-06,USA,1,nsp12
ISL_548675,2020-08-05,USA,1,nsp12
ISL_549244,2020-04-20,USA,1,nsp12
ISL_549268,2020-06-29,USA,1,nsp12
ISL_549511,2020-09-19,UK,1,nsp12
ISL_549527,2020-08-28,UK,1,nsp12
ISL_549531,2020-08-27,UK,1,nsp12
ISL_549540,2020-08-28,UK,1,nsp12
ISL_549542,2020-08-28,UK,1,nsp12
ISL_549581,2020-09-07,UK,1,nsp12
ISL_549653,2020-09-07,UK,1,nsp12
ISL_549766,2020-09-07,UK,2,nsp12
ISL_549780,2020-09-05,UK,2,nsp12
ISL_549822,2020-08-30,UK,1,nsp12
ISL_549870,2020-08-30,UK,1,nsp12
ISL_549886,2020-08-30,UK,2,nsp12
ISL_549902,2020-08-30,UK,2,nsp12
ISL_549907,2020-08-31,UK,1,nsp12
ISL_549909,2020-08-30,UK,1,nsp12
ISL_549929,2020-08-30,UK,2,nsp12
ISL_549932,2020-08-30,UK,2,nsp12
ISL_550004,2020-09-02,UK,2,nsp12
ISL_550031,2020-09-03,UK,1,nsp12
ISL_550092,2020-09-01,UK,3,nsp12
ISL_550181,2020-09-02,UK,2,nsp12
ISL_550187,2020-09-02,UK,2,nsp12
ISL_550216,2020-09-01,UK,1,nsp12
ISL_550339,2020-08-30,UK,3,nsp12
ISL_550382,2020-08-29,UK,2,nsp12
ISL_550419,2020-07-31,UK,2,nsp12
ISL_550446,2020-07-29,UK,2,nsp12
ISL_550492,2020-07-29,UK,2,nsp12
ISL_550514,2020-07-29,UK,1,nsp12
ISL_550516,2020-07-24,UK,1,nsp12
ISL_550520,2020-08-30,UK,1,nsp12
ISL_550548,2020-08-31,UK,2,nsp12
ISL_550604,2020-08-31,UK,2,nsp12
ISL_550606,2020-08-30,UK,1,nsp12
ISL_550624,2020-08-30,UK,2,nsp12
ISL_550647,2020-08-31,UK,3,nsp12
ISL_550655,2020-08-31,UK,2,nsp12
ISL_550673,2020-08-31,UK,2,nsp12
ISL_550674,2020-08-31,UK,2,nsp12
ISL_550746,2020-08-30,UK,1,nsp12
ISL_550802,2020-09-01,UK,4,nsp12
ISL_550914,2020-08-30,UK,2,nsp12
ISL_551011,2020-08-31,UK,1,nsp12
ISL_551113,2020-08-31,UK,2,nsp12
ISL_551115,2020-08-31,UK,3,nsp12
ISL_551208,2020-08-26,UK,4,nsp12
ISL_551330,2020-06-10,UK,1,nsp12
ISL_551396,2020-06-24,UK,1,nsp12
ISL_551433,2020-06-24,UK,2,nsp12
ISL_551471,2020-06-23,UK,1,nsp12
ISL_551498,2020-06-20,UK,1,nsp12
ISL_551522,2020-06-20,UK,2,nsp12
ISL_551542,2020-06-23,UK,1,nsp12
ISL_551548,2020-06-22,UK,2,nsp12
ISL_551578,2020-08-26,UK,2,nsp12
ISL_551584,2020-08-25,UK,2,nsp12
ISL_551685,2020-08-22,UK,2,nsp12
ISL_551704,2020-08-22,UK,2,nsp12
ISL_551721,2020-08-18,UK,3,nsp12
ISL_551752,2020-07-02,UK,2,nsp12
ISL_551759,2020-07-02,UK,1,nsp12
ISL_551764,2020-07-03,UK,1,nsp12
ISL_551785,2020-07-02,UK,1,nsp12
ISL_551800,2020-06-30,UK,1,nsp12
ISL_551806,2020-07-03,UK,2,nsp12
ISL_551811,2020-07-05,UK,1,nsp12
ISL_551815,2020-07-02,UK,1,nsp12
ISL_551831,2020-07-02,UK,1,nsp12
ISL_551843,2020-08-27,UK,1,nsp12
ISL_551905,2020-08-26,UK,1,nsp12
ISL_552015,2020-08-26,UK,2,nsp12
ISL_552076,2020-08-27,UK,2,nsp12
ISL_552138,2020-08-26,UK,3,nsp12
ISL_552140,2020-08-26,UK,2,nsp12
ISL_552146,2020-08-26,UK,2,nsp12
ISL_552158,2020-08-27,UK,1,nsp12
ISL_552238,2020-08-25,UK,3,nsp12
ISL_552241,2020-08-25,UK,1,nsp12
ISL_552253,2020-08-25,UK,1,nsp12
ISL_552269,2020-08-27,UK,2,nsp12
ISL_552272,2020-08-27,UK,1,nsp12
ISL_552397,2020-08-25,UK,1,nsp12
ISL_552493,2020-08-20,UK,1,nsp12
ISL_552571,2020-08-19,UK,2,nsp12
ISL_552578,2020-08-19,UK,2,nsp12
ISL_552585,2020-08-21,UK,1,nsp12
ISL_552610,2020-08-20,UK,2,nsp12
ISL_552633,2020-08-20,UK,2,nsp12
ISL_552657,2020-08-20,UK,1,nsp12
ISL_552685,2020-08-20,UK,2,nsp12
ISL_552702,2020-08-20,UK,3,nsp12
ISL_552746,2020-08-09,UK,1,nsp12
ISL_552791,2020-08-17,UK,3,nsp12
ISL_552798,2020-06-23,UK,1,nsp12
ISL_552843,2020-06-23,UK,1,nsp12
ISL_552922,2020-06-22,UK,1,nsp12
ISL_553046,2020-08-18,UK,1,nsp12
ISL_553099,2020-08-18,UK,2,nsp12
ISL_553112,2020-08-17,UK,1,nsp12
ISL_553212,2020-08-18,UK,2,nsp12
ISL_553221,2020-08-18,UK,1,nsp12
ISL_553228,2020-08-19,UK,2,nsp12
ISL_553254,2020-08-18,UK,3,nsp12
ISL_553258,2020-08-18,UK,2,nsp12
ISL_553285,2020-06-23,UK,1,nsp12
ISL_553393,2020-06-12,UK,1,nsp12
ISL_553409,2020-06-12,UK,1,nsp12
ISL_553449,2020-06-12,UK,1,nsp12
ISL_553522,2020-06-16,UK,1,nsp12
ISL_553590,2020-06-13,UK,1,nsp12
ISL_553633,2020-06-11,UK,1,nsp12
ISL_553656,2020-06-09,UK,1,nsp12
ISL_553863,2020-06-13,UK,1,nsp12
ISL_553893,2020-06-09,UK,1,nsp12
ISL_553921,2020-06-09,UK,2,nsp12
ISL_553923,2020-06-13,UK,1,nsp12
ISL_553952,2020-06-11,UK,1,nsp12
ISL_553979,2020-06-08,UK,1,nsp12
ISL_553994,2020-06-11,UK,1,nsp12
ISL_554001,2020-06-12,UK,1,nsp12
ISL_554035,2020-06-11,UK,1,nsp12
ISL_554051,2020-06-13,UK,1,nsp12
ISL_554073,2020-06-09,UK,1,nsp12
ISL_554164,2020-06-13,UK,1,nsp12
ISL_554169,2020-06-10,UK,1,nsp12
ISL_554185,2020-06-09,UK,1,nsp12
ISL_554392,2020-06-15,UK,1,nsp12
ISL_554399,2020-06-08,UK,1,nsp12
ISL_554414,2020-06-13,UK,1,nsp12
ISL_554435,2020-06-14,UK,1,nsp12
ISL_554436,2020-06-14,UK,1,nsp12
ISL_554456,2020-06-12,UK,1,nsp12
ISL_554470,2020-06-14,UK,1,nsp12
ISL_554492,2020-06-12,UK,1,nsp12
ISL_554592,2020-06-14,UK,1,nsp12
ISL_554600,2020-06-08,UK,2,nsp12
ISL_554609,2020-06-14,UK,1,nsp12
ISL_554655,2020-06-11,UK,1,nsp12
ISL_554737,2020-06-15,UK,2,nsp12
ISL_554741,2020-06-07,UK,1,nsp12
ISL_554748,2020-06-13,UK,1,nsp12
ISL_554766,2020-06-15,UK,1,nsp12
ISL_554836,2020-06-06,UK,1,nsp12
ISL_554861,2020-06-13,UK,1,nsp12
ISL_554896,2020-06-15,UK,2,nsp12
ISL_554908,2020-06-11,UK,1,nsp12
ISL_554932,2020-06-12,UK,1,nsp12
ISL_554939,2020-06-10,UK,1,nsp12
ISL_554955,2020-06-20,UK,1,nsp12
ISL_554987,2020-06-10,UK,1,nsp12
ISL_554990,2020-06-10,UK,1,nsp12
ISL_555004,2020-06-16,UK,1,nsp12
ISL_555007,2020-06-16,UK,2,nsp12
ISL_555009,2020-06-18,UK,2,nsp12
ISL_555025,2020-06-16,UK,1,nsp12
ISL_555193,2020-06-15,UK,1,nsp12
ISL_555263,2020-06-18,UK,2,nsp12
ISL_555294,2020-06-17,UK,1,nsp12
ISL_555311,2020-06-18,UK,1,nsp12
ISL_555345,2020-06-09,UK,1,nsp12
ISL_555372,2020-06-17,UK,1,nsp12
ISL_555388,2020-06-17,UK,1,nsp12
ISL_555421,2020-06-12,UK,1,nsp12
ISL_555456,2020-06-10,UK,2,nsp12
ISL_555489,2020-06-12,UK,1,nsp12
ISL_555506,2020-06-17,UK,1,nsp12
ISL_555513,2020-06-17,UK,1,nsp12
ISL_555541,2020-06-17,UK,1,nsp12
ISL_555547,2020-06-17,UK,1,nsp12
ISL_555571,2020-07-03,UK,1,nsp12
ISL_555579,2020-06-20,UK,1,nsp12
ISL_555596,2020-06-17,UK,1,nsp12
ISL_555648,2020-07-03,UK,1,nsp12
ISL_555653,2020-06-17,UK,1,nsp12
ISL_555670,2020-06-19,UK,1,nsp12
ISL_555676,2020-07-03,UK,1,nsp12
ISL_555684,2020-07-03,UK,3,nsp12
ISL_555722,2020-07-03,UK,1,nsp12
ISL_555748,2020-06-12,UK,1,nsp12
ISL_555806,2020-06-10,UK,1,nsp12
ISL_555828,2020-06-11,UK,1,nsp12
ISL_555861,2020-06-14,UK,1,nsp12
ISL_555898,2020-06-15,UK,2,nsp12
ISL_555902,2020-06-14,UK,1,nsp12
ISL_555942,2020-06-14,UK,1,nsp12
ISL_555966,2020-06-16,UK,2,nsp12
ISL_555996,2020-06-18,UK,1,nsp12
ISL_556115,2020-07-04,UK,1,nsp12
ISL_556119,2020-07-01,UK,1,nsp12
ISL_556143,2020-07-02,UK,1,nsp12
ISL_556144,2020-07-02,UK,3,nsp12
ISL_556149,2020-07-02,UK,1,nsp12
ISL_556155,2020-07-04,UK,2,nsp12
ISL_556164,2020-07-04,UK,1,nsp12
ISL_556167,2020-07-01,UK,1,nsp12
ISL_556171,2020-07-01,UK,1,nsp12
ISL_556177,2020-07-02,UK,2,nsp12
ISL_556181,2020-07-02,UK,1,nsp12
ISL_556193,2020-07-02,UK,2,nsp12
ISL_556212,2020-07-02,UK,1,nsp12
ISL_556242,2020-06-19,UK,1,nsp12
ISL_556266,2020-07-04,UK,2,nsp12
ISL_556281,2020-07-04,UK,1,nsp12
ISL_556287,2020-06-19,UK,1,nsp12
ISL_556292,2020-07-02,UK,1,nsp12
ISL_556351,2020-07-26,UK,1,nsp12
ISL_556352,2020-06-12,UK,1,nsp12
ISL_556523,2020-07-21,UK,1,nsp12
ISL_556525,2020-07-20,UK,1,nsp12
ISL_556549,2020-07-18,UK,1,nsp12
ISL_556605,2020-06-24,UK,1,nsp12
ISL_556640,2020-07-15,UK,2,nsp12
ISL_556665,2020-07-20,UK,1,nsp12
ISL_556676,2020-07-14,UK,1,nsp12
ISL_556694,2020-07-17,UK,1,nsp12
ISL_556708,2020-07-13,UK,3,nsp12
ISL_556720,2020-07-15,UK,2,nsp12
ISL_556725,2020-07-14,UK,1,nsp12
ISL_556785,2020-07-18,UK,1,nsp12
ISL_556799,2020-07-13,UK,1,nsp12
ISL_556820,2020-07-16,UK,1,nsp12
ISL_556827,2020-07-18,UK,1,nsp12
ISL_556838,2020-07-22,UK,1,nsp12
ISL_556854,2020-07-22,UK,3,nsp12
ISL_556857,2020-07-21,UK,1,nsp12
ISL_556888,2020-07-22,UK,3,nsp12
ISL_556899,2020-07-23,UK,1,nsp12
ISL_556991,2020-06-25,UK,1,nsp12
ISL_556997,2020-06-24,UK,1,nsp12
ISL_557047,2020-06-24,UK,1,nsp12
ISL_557062,2020-06-24,UK,1,nsp12
ISL_557152,2020-06-24,UK,1,nsp12
ISL_557181,2020-07-15,UK,1,nsp12
ISL_557217,2020-07-16,UK,1,nsp12
ISL_557240,2020-07-18,UK,1,nsp12
ISL_557260,2020-07-16,UK,1,nsp12
ISL_557280,2020-07-18,UK,1,nsp12
ISL_557316,2020-07-15,UK,1,nsp12
ISL_557333,2020-07-16,UK,1,nsp12
ISL_557338,2020-07-18,UK,1,nsp12
ISL_557340,2020-07-18,UK,3,nsp12
ISL_557362,2020-07-01,UK,1,nsp12
ISL_557377,2020-07-19,UK,2,nsp12
ISL_557397,2020-07-17,UK,1,nsp12
ISL_557400,2020-07-20,UK,1,nsp12
ISL_557420,2020-07-17,UK,1,nsp12
ISL_557421,2020-07-16,UK,2,nsp12
ISL_557424,2020-07-17,UK,1,nsp12
ISL_557433,2020-06-29,UK,1,nsp12
ISL_557449,2020-06-29,UK,1,nsp12
ISL_557451,2020-07-19,UK,1,nsp12
ISL_557463,2020-07-17,UK,2,nsp12
ISL_557500,2020-06-29,UK,1,nsp12
ISL_557520,2020-07-16,UK,1,nsp12
ISL_557547,2020-07-15,UK,1,nsp12
ISL_557557,2020-06-30,UK,2,nsp12
ISL_557610,2020-06-30,UK,1,nsp12
ISL_557669,2020-06-30,UK,1,nsp12
ISL_557672,2020-06-30,UK,1,nsp12
ISL_557731,2020-06-30,UK,1,nsp12
ISL_557740,2020-07-04,UK,1,nsp12
ISL_557747,2020-07-01,UK,1,nsp12
ISL_557776,2020-07-01,UK,1,nsp12
ISL_557788,2020-07-02,UK,1,nsp12
ISL_557804,2020-07-02,UK,2,nsp12
ISL_557814,2020-07-02,UK,1,nsp12
ISL_557837,2020-07-01,UK,1,nsp12
ISL_557861,2020-07-01,UK,2,nsp12
ISL_557862,2020-07-02,UK,1,nsp12
ISL_557879,2020-07-05,UK,2,nsp12
ISL_557901,2020-07-02,UK,1,nsp12
ISL_557913,2020-07-02,UK,1,nsp12
ISL_557929,2020-06-29,UK,1,nsp12
ISL_557964,2020-07-05,UK,1,nsp12
ISL_557971,2020-06-29,UK,1,nsp12
ISL_557991,2020-07-03,UK,1,nsp12
ISL_558033,2020-07-04,UK,1,nsp12
ISL_558044,2020-07-04,UK,1,nsp12
ISL_558062,2020-07-04,UK,1,nsp12
ISL_558063,2020-07-03,UK,1,nsp12
ISL_558088,2020-07-04,UK,3,nsp12
ISL_558091,2020-07-03,UK,2,nsp12
ISL_558122,2020-07-03,UK,1,nsp12
ISL_558125,2020-07-03,UK,2,nsp12
ISL_558147,2020-07-03,UK,1,nsp12
ISL_558160,2020-07-04,UK,1,nsp12
ISL_558190,2020-07-03,UK,1,nsp12
ISL_558196,2020-07-03,UK,1,nsp12
ISL_558199,2020-07-03,UK,1,nsp12
ISL_558202,2020-07-02,UK,1,nsp12
ISL_558204,2020-07-03,UK,1,nsp12
ISL_558210,2020-07-03,UK,2,nsp12
ISL_558220,2020-07-03,UK,1,nsp12
ISL_558231,2020-07-02,UK,3,nsp12
ISL_558248,2020-06-10,UK,1,nsp12
ISL_558265,2020-06-12,UK,1,nsp12
ISL_558315,2020-06-10,UK,1,nsp12
ISL_558460,2020-06-19,UK,1,nsp12
ISL_558463,2020-06-19,UK,1,nsp12
ISL_558465,2020-06-18,UK,1,nsp12
ISL_558469,2020-06-19,UK,1,nsp12
ISL_558490,2020-06-19,UK,1,nsp12
ISL_558540,2020-06-19,UK,1,nsp12
ISL_558569,2020-06-19,UK,1,nsp12
ISL_558576,2020-06-18,UK,1,nsp12
ISL_558624,2020-06-14,UK,1,nsp12
ISL_558675,2020-06-15,UK,1,nsp12
ISL_558684,2020-06-19,UK,2,nsp12
ISL_558695,2020-06-14,UK,1,nsp12
ISL_558707,2020-06-14,UK,1,nsp12
ISL_558721,2020-06-16,UK,1,nsp12
ISL_558732,2020-06-19,UK,1,nsp12
ISL_558769,2020-06-14,UK,1,nsp12
ISL_558817,2020-06-14,UK,1,nsp12
ISL_558841,2020-06-15,UK,1,nsp12
ISL_558856,2020-06-17,UK,1,nsp12
ISL_558865,2020-06-19,UK,1,nsp12
ISL_558886,2020-06-15,UK,1,nsp12
ISL_558890,2020-06-18,UK,1,nsp12
ISL_558964,2020-06-02,UK,1,nsp12
ISL_558979,2020-06-02,UK,1,nsp12
ISL_558989,2020-06-01,UK,1,nsp12
ISL_559009,2020-06-10,UK,1,nsp12
ISL_559052,2020-06-02,UK,2,nsp12
ISL_559093,2020-06-02,UK,1,nsp12
ISL_559097,2020-06-02,UK,1,nsp12
ISL_559123,2020-06-26,UK,1,nsp12
ISL_559142,2020-06-24,UK,1,nsp12
ISL_559161,2020-06-25,UK,1,nsp12
ISL_559179,2020-06-25,UK,1,nsp12
ISL_559182,2020-06-25,UK,1,nsp12
ISL_559219,2020-06-24,UK,1,nsp12
ISL_559279,2020-06-24,UK,1,nsp12
ISL_559444,2020-05-24,UK,1,nsp12
ISL_559458,2020-06-08,UK,1,nsp12
ISL_559480,2020-06-08,UK,1,nsp12
ISL_559519,2020-06-14,UK,1,nsp12
ISL_559529,2020-06-14,UK,1,nsp12
ISL_559568,2020-06-09,UK,2,nsp12
ISL_559708,2020-05-31,UK,1,nsp12
ISL_559711,2020-06-05,UK,1,nsp12
ISL_559716,2020-05-08,UK,0,nsp12
